,Return,Volatility
0,0.19513502724126286,0.18498392655240717
1,0.20293925863504395,0.198813088394442
2,0.17567004701847633,0.1908730078718717
3,0.18407090285006372,0.1853553941927545
4,0.1883233766883868,0.17923333516792073
5,0.19281894827027132,0.18459166720865508
6,0.19780135343082098,0.19257702259523388
7,0.17520241706293085,0.18097723279760547
8,0.1614370074694961,0.17671904954492015
9,0.24942094144175142,0.22118045947805837
10,0.18456289198201678,0.17872840871585507
11,0.2426998019559459,0.2243106520560988
12,0.15615041572059643,0.17362525065327022
13,0.18810292335175108,0.1846323295493339
14,0.14111080300200135,0.17015177132742104
15,0.21066410530925708,0.18937135179244097
16,0.20238502674043438,0.21111244488538355
17,0.1611032229400505,0.18383694051482452
18,0.20839430040774226,0.20051773887164784
19,0.19058832437894488,0.1845694220316653
20,0.21225190285065898,0.19481300704179674
21,0.19341383317766794,0.19083870111261064
22,0.20245899419731359,0.19965931830015393
23,0.2105933515782424,0.19458852251984043
24,0.1967893233477651,0.18544298259364503
25,0.18786548564058783,0.18877298910865867
26,0.22697325979576835,0.197418437731224
27,0.1947406779890771,0.19691413176818678
28,0.1924728366959492,0.19950299305675134
29,0.19107309278343115,0.19445612549281482
30,0.1559009989762994,0.16895961817698338
31,0.20354419068672747,0.19358021042331908
32,0.17901434547695244,0.17952464301150275
33,0.17731107897639942,0.18335062753384893
34,0.15066941077485557,0.15827033149255545
35,0.1875028285906767,0.1844924798747087
36,0.17038127496787148,0.1656946016310538
37,0.214964910049771,0.2093733763497881
38,0.1846045410842122,0.18497808879451524
39,0.1783404961655748,0.16623939296926052
40,0.19096904679490515,0.18839498723753625
41,0.16828171333439543,0.174977461319281
42,0.13729619942642582,0.16774867241155245
43,0.2464867818073326,0.22297900562926026
44,0.2218989630941148,0.20548526495495878
45,0.15723773147309283,0.16866387013608625
46,0.19442210247822353,0.19353412257415775
47,0.2233761588528307,0.20899165368045353
48,0.19049089132540262,0.18068679007169575
49,0.17748955221759533,0.17774080217981797
50,0.1645535789347061,0.19431153275421312
51,0.20227852537072893,0.1826994275641753
52,0.18376359648008786,0.1866193529468428
53,0.25747958145859473,0.2233846435830846
54,0.18361471108932606,0.174650462116533
55,0.21778080272677436,0.20053186173654877
56,0.16815745470471083,0.17430254302387205
57,0.22701775259208037,0.2070090044785801
58,0.1626183211781093,0.15805717894455962
59,0.2035561263973517,0.19175835011128806
60,0.17886431009144468,0.1753660130911552
61,0.17430256661963078,0.17593093826170977
62,0.21122062686996293,0.20664170160123985
63,0.19013420155085012,0.20037733745535
64,0.16117321799550205,0.18154693972940728
65,0.20964991813639922,0.200466120223437
66,0.13603373389717102,0.15389407620436013
67,0.20687965260919838,0.18774931147875226
68,0.1957835707937142,0.19527790956977217
69,0.2164123158544342,0.20075093639361805
70,0.1803253216888589,0.19980805142146085
71,0.1903283342758566,0.17907337788454966
72,0.16118753784605813,0.1700987785664109
73,0.2612817161652526,0.2246130034311248
74,0.22986625776981723,0.20675680114029035
75,0.20755494883945386,0.19216975598279679
76,0.18937635190409605,0.18749298334232375
77,0.2369335360473647,0.2052205475194684
78,0.1721475931275449,0.17928846883861296
79,0.18618993114274043,0.17701509677292712
80,0.15705301038598743,0.1740569880728185
81,0.1423381041362954,0.1685332085449129
82,0.2086706326776131,0.208067631899761
83,0.18074026431729281,0.17857789179964959
84,0.18773704099459454,0.18931680555615757
85,0.1632875521551354,0.17114219668947153
86,0.17481488532021386,0.17762513596345714
87,0.14746013119897355,0.17194716546185818
88,0.17495946245187596,0.19017266858026283
89,0.19969360123694552,0.1973982326327273
90,0.17318794378127106,0.18503509728999704
91,0.199097303714101,0.19470452484905998
92,0.2012990191026202,0.1830084629801812
93,0.21360324121035626,0.20369837768642077
94,0.1732121348332079,0.1795210310281876
95,0.14938482581371146,0.1647727516450257
96,0.21076741740283972,0.20958809448918114
97,0.12676855246170426,0.165433182573174
98,0.19592672054982713,0.1895036477490848
99,0.19770382655093358,0.18253622188707397
100,0.14264331654249582,0.1658820043792424
101,0.17515376609486188,0.17374447516707373
102,0.21987706390115186,0.19883652678942484
103,0.13804794298472042,0.17043927097734363
104,0.17211274098053303,0.18317539972872543
105,0.20153503177956444,0.1938575687433822
106,0.14126131440770978,0.16046908892116984
107,0.21406760892820012,0.1916260669241619
108,0.18626265891844263,0.18468858277652225
109,0.1988623474447682,0.18763985907339678
110,0.18715903083009627,0.19319274586291454
111,0.22707593817354949,0.203226416109892
112,0.22860068171585046,0.19856179924743558
113,0.22849646264262588,0.20971368553876374
114,0.18787137316369473,0.1898139210970238
115,0.24781801143441876,0.21637344438639305
116,0.21131723081577414,0.20106164680827399
117,0.1544031354084263,0.16534704642003326
118,0.21486396007319847,0.19421773011852125
119,0.1326234315952022,0.1602733071205958
120,0.15410175855436423,0.1681258127215064
121,0.1693620533022588,0.16638069086447155
122,0.2259620846930797,0.20013412772415842
123,0.19057544606452473,0.18718453201577084
124,0.22509796728786446,0.20761604194645472
125,0.16179589160720828,0.17225833764950987
126,0.21387051735825435,0.19087671296210523
127,0.17925701710921155,0.1656685542397562
128,0.20864342810944872,0.18542790510696905
129,0.1695503137393635,0.17001248677733202
130,0.19848678272202533,0.20075093528079835
131,0.18090132204728568,0.18113108589448856
132,0.2107751423588968,0.19374254581050343
133,0.22520618365156106,0.19895784053480764
134,0.15746492928376277,0.1676536530440952
135,0.1796547860126012,0.18157641413633374
136,0.20795490157027974,0.19860948003049544
137,0.1696124194051512,0.1643629613395671
138,0.20074547017414893,0.18938799183696844
139,0.17387131764601035,0.18849170865006307
140,0.22177748281568124,0.19682784834840977
141,0.18042351382025185,0.18981642074702199
142,0.16426051396542113,0.1690799721176257
143,0.14056028834889717,0.17019292708299444
144,0.2224628361836025,0.23255168060391737
145,0.13682089701133654,0.16868461908296456
146,0.1766941447433995,0.18142060021892328
147,0.14625608966440085,0.16651999560803304
148,0.1808641351895885,0.1787284414428728
149,0.19246965514595699,0.18225474288012478
150,0.16922807949065505,0.18770787489080076
151,0.1921049644274195,0.1893577552157647
152,0.16431906017719375,0.17820289405367373
153,0.20068257592968858,0.20105806411206192
154,0.1754550769092907,0.1692199797835833
155,0.1999039661974818,0.18866650779013036
156,0.2341474950170429,0.21756679248727395
157,0.20367740768593057,0.18798411608225288
158,0.1996113332778249,0.19057028140716564
159,0.21960787333115742,0.20177758626793485
160,0.217749926935149,0.18709034450007944
161,0.19703368623140619,0.1891648226094007
162,0.1405632304235599,0.17701104074539603
163,0.19169041064673617,0.1858055939675945
164,0.19536880636514078,0.1827327997015742
165,0.2025942969498163,0.19512787313549818
166,0.2225275526152588,0.2019366880851855
167,0.18854914127407774,0.18764854789656757
168,0.22131825116779358,0.21024684017863057
169,0.20172564394932715,0.19789054140059198
170,0.17522990067829824,0.17629607014916887
171,0.21299407354921038,0.20763336661656143
172,0.1951064789910015,0.1991689685505513
173,0.24227234689635643,0.2186564288997976
174,0.2018825918624517,0.18651601441340018
175,0.15001246683780242,0.16768070144798547
176,0.18992256285356662,0.18155966169407836
177,0.1931817231329285,0.17695806355468846
178,0.22276871446935287,0.19756976706991422
179,0.20451305533080633,0.21053786735303257
180,0.20688105460749281,0.1938840830679054
181,0.17693953717154853,0.18139757825467548
182,0.14622589307694575,0.16883966260059907
183,0.2066984269020761,0.21981963487609685
184,0.17309458653597212,0.17109128064506215
185,0.1865898219178952,0.1765842253995325
186,0.19648264449354247,0.18219323398442208
187,0.23428351181228196,0.2013198552483539
188,0.15471280487582154,0.1777959971564827
189,0.1551912592059384,0.1719725291437948
190,0.20414958662942287,0.20394286242673826
191,0.13931201087806036,0.16957373804238954
192,0.2058443026085876,0.19573059105447116
193,0.1874811913989915,0.19157650466496093
194,0.16764154285662358,0.1753434735338243
195,0.22593833822190043,0.20564513418981312
196,0.1730147132493343,0.20150629176655294
197,0.14855878724479968,0.16383959029011327
198,0.22462269073974286,0.21468380716862784
199,0.17432766689602047,0.1821951814980899
200,0.1725072488326317,0.1668929680054587
201,0.14213165516476892,0.17425523197470716
202,0.1777143862014787,0.1841136291496176
203,0.19795118159736913,0.19271139338932625
204,0.17961173758494006,0.17565790416381977
205,0.19675260379099332,0.18953647963874212
206,0.1733578046005213,0.18353651048030387
207,0.17828686959352436,0.18729171331111572
208,0.14195072518966828,0.16140759517658543
209,0.17575900416796372,0.16945986330269125
210,0.1912412041460496,0.2037168363546958
211,0.2591861484250906,0.22469265343833944
212,0.18347310480180634,0.19234572961091273
213,0.11658225236589272,0.16338096503916855
214,0.2226197966406681,0.20720238360431892
215,0.1681824941099002,0.17603227281347983
216,0.17237858611809292,0.1925805215369997
217,0.21699572293998903,0.20016213213659773
218,0.16050361077564784,0.17871251195230348
219,0.18867979500230983,0.19515714244534893
220,0.20169924199872533,0.18717839518805185
221,0.1466228989868142,0.16439721713616673
222,0.1786823550638514,0.1796176390434379
223,0.19605410144444038,0.20055566122798504
224,0.2308818777278307,0.21448545171112465
225,0.21943910318642199,0.19874410523131447
226,0.21636093913468313,0.20576857967820805
227,0.18280847743694845,0.18161747168083553
228,0.2062527382715192,0.19483448398563313
229,0.17883517376935207,0.17226565800372112
230,0.18820212586738105,0.18911441558527514
231,0.19934266068044215,0.18316059098116683
232,0.16874619650000802,0.17909197998651485
233,0.19807409697644557,0.19935391422850376
234,0.19198927573244426,0.1862655604122252
235,0.2196677726708499,0.20780507117800204
236,0.19399409996106554,0.19677029582936614
237,0.19472358362924583,0.2000962117804692
238,0.2145331880458682,0.18694478739728626
239,0.16182880633552726,0.17144867500744698
240,0.23659306183919449,0.21084707972963115
241,0.2381301613603696,0.21559667868841317
242,0.19274234547441696,0.17351341997241845
243,0.1885896303053752,0.1788581310543215
244,0.15745498742083963,0.17627007756034965
245,0.15974037281314657,0.17794920792834626
246,0.21130758095612887,0.2009980567898123
247,0.18910765147322336,0.1880810815737087
248,0.1887437548414729,0.18371103602480934
249,0.15241281583958732,0.17711000564832746
250,0.1786307545353489,0.18683293582598587
251,0.2330568344452967,0.21489543025933794
252,0.1732846206430589,0.16579751420354122
253,0.20313825039369954,0.19345335211458425
254,0.1661871233536062,0.18446789094516414
